Student_ID,Career,Domain,Raw_Fit_Score,Skill_Coverage,Adjusted_Fit_Score,Readiness,Top_Skill_Gaps,Top_Gap_Values,High_Priority_Gaps,Medium_Priority_Gaps,Recommendation,Career_Rank
14280.0,Credit Analyst,Finance & Accounting,97.24,87.5,97.24,Excellent Fit,"Communication, Excel","1.0, 0.4",0,0,"Career is suitable, but improvement is recommended in: Communication, Excel",1
14281.0,Risk Analyst,Finance & Accounting,84.51,87.5,84.51,Strong Fit,"Excel, Risk_Analysis, Financial_Analysis, Communication, Statistics","2.04, 1.79, 1.53, 1.0, 0.79",0,3,"Career is suitable, but improvement is recommended in: Excel, Risk_Analysis, Financial_Analysis",1
14282.0,Data Scientist,Technology & Data,88.57,100.0,88.57,Excellent Fit,"Python, Statistics, Problem_Solving, Machine_Learning, SQL","2.0, 1.67, 1.67, 1.63, 0.9",0,4,"Career is suitable, but improvement is recommended in: Python, Statistics, Problem_Solving",1
14283.0,Risk Analyst,Finance & Accounting,85.41,87.5,85.41,Excellent Fit,"Excel, Communication, Risk_Analysis, Financial_Analysis, Statistics","2.08, 2.0, 1.42, 1.28, 0.42",0,2,"Career is suitable, but improvement is recommended in: Excel, Communication, Risk_Analysis",1
14284.0,Operations Analyst,Business & Management,85.45,75.0,85.45,Excellent Fit,"Excel, Data_Analysis, Problem_Solving, Projects, Business_Analysis","2.13, 1.72, 1.08, 1.0, 0.63",0,2,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
14285.0,Operations Analyst,Business & Management,85.51,75.0,85.51,Excellent Fit,"Excel, Data_Analysis, Problem_Solving, Projects, Business_Analysis","2.12, 1.71, 1.07, 1.0, 0.63",0,2,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
14286.0,Data Scientist,Technology & Data,80.69,100.0,80.69,Strong Fit,"Machine_Learning, Python, Data_Visualization, Projects, Statistics","2.37, 2.0, 2.0, 2.0, 1.96",0,6,"Career is suitable, but improvement is recommended in: Machine_Learning, Python, Data_Visualization",1
14287.0,Operations Analyst,Business & Management,92.4,75.0,92.4,Excellent Fit,"Communication, Excel, Data_Analysis, Problem_Solving, Business_Analysis","1.0, 0.96, 0.77, 0.5, 0.24",0,0,"Career is suitable, but improvement is recommended in: Communication, Excel, Data_Analysis",1
14288.0,Risk Analyst,Finance & Accounting,76.15,87.5,76.15,Strong Fit,"Excel, Financial_Analysis, Risk_Analysis, Communication, Statistics","3.02, 2.38, 2.23, 2.0, 1.23",1,3,"Career is suitable, but improvement is recommended in: Excel, Financial_Analysis, Risk_Analysis",1
14289.0,Operations Analyst,Business & Management,100.0,75.0,100.0,Excellent Fit,,,0,0,Student currently meets the evaluated requirements for this career.,1
14290.0,Operations Analyst,Business & Management,83.04,75.0,83.04,Strong Fit,"Communication, Excel, Data_Analysis, Problem_Solving, Business_Analysis","3.0, 1.41, 1.14, 1.04, 0.98",1,0,"Career is suitable, but improvement is recommended in: Communication, Excel, Data_Analysis",1
14292.0,Operations Analyst,Business & Management,84.0,75.0,84.0,Strong Fit,"Excel, Data_Analysis, Problem_Solving, Projects, Business_Analysis","2.12, 1.91, 1.37, 1.0, 0.83",0,2,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
14293.0,Risk Analyst,Finance & Accounting,76.51,87.5,76.51,Strong Fit,"Excel, Communication, Financial_Analysis, Risk_Analysis, Statistics","3.14, 3.0, 2.16, 1.91, 0.91",2,2,"Career is suitable, but improvement is recommended in: Excel, Communication, Financial_Analysis",1
14294.0,Financial Analyst,Finance & Accounting,82.58,100.0,82.58,Strong Fit,"Excel, Communication, Financial_Analysis, Financial_Modeling, Accounting","3.14, 3.0, 2.66, 1.66, 1.31",2,2,"Career is suitable, but improvement is recommended in: Excel, Communication, Financial_Analysis",1
14296.0,Operations Analyst,Business & Management,81.96,75.0,81.96,Strong Fit,"Communication, Excel, Data_Analysis, Problem_Solving, Business_Analysis","3.0, 1.38, 1.29, 1.26, 1.14",1,0,"Career is suitable, but improvement is recommended in: Communication, Excel, Data_Analysis",1
14300.0,Operations Analyst,Business & Management,78.19,75.0,78.19,Strong Fit,"Data_Analysis, Problem_Solving, Excel, Business_Analysis, Projects","2.75, 2.63, 2.58, 1.03, 1.0",0,3,"Career is suitable, but improvement is recommended in: Data_Analysis, Problem_Solving, Excel",1
14301.0,Operations Analyst,Business & Management,74.48,75.0,74.48,Strong Fit,"Data_Analysis, Excel, Problem_Solving, Communication, Business_Analysis","2.33, 2.05, 2.0, 2.0, 1.97",0,5,"Career is suitable, but improvement is recommended in: Data_Analysis, Excel, Problem_Solving",1
14302.0,Data Scientist,Technology & Data,95.1,100.0,95.1,Excellent Fit,"Python, Machine_Learning, Data_Visualization, Statistics, Problem_Solving","1.0, 1.0, 0.67, 0.39, 0.39",0,0,"Career is suitable, but improvement is recommended in: Python, Machine_Learning, Data_Visualization",1
14303.0,Risk Analyst,Finance & Accounting,77.1,87.5,77.1,Strong Fit,"Communication, Excel, Risk_Analysis, Financial_Analysis, Statistics","4.0, 2.04, 1.95, 1.63, 0.95",1,3,"Career is suitable, but improvement is recommended in: Communication, Excel, Risk_Analysis",1
14304.0,Operations Analyst,Business & Management,71.97,75.0,71.97,Strong Fit,"Problem_Solving, Data_Analysis, Excel, Business_Analysis, Communication","3.05, 3.04, 2.75, 1.87, 1.0",2,2,"Career is suitable, but improvement is recommended in: Problem_Solving, Data_Analysis, Excel",1
14305.0,Operations Analyst,Business & Management,85.6,75.0,85.6,Excellent Fit,"Communication, Data_Analysis, Problem_Solving, Excel, Business_Analysis","2.0, 1.24, 1.2, 1.11, 0.94",0,1,"Career is suitable, but improvement is recommended in: Communication, Data_Analysis, Problem_Solving",1
14306.0,Operations Analyst,Business & Management,87.63,75.0,87.63,Excellent Fit,"Communication, Excel, Data_Analysis, Problem_Solving, Business_Analysis","2.0, 1.16, 0.97, 0.79, 0.64",0,1,"Career is suitable, but improvement is recommended in: Communication, Excel, Data_Analysis",1
14307.0,Operations Analyst,Business & Management,82.74,75.0,82.74,Strong Fit,"Communication, Problem_Solving, Data_Analysis, Excel, Business_Analysis","2.0, 1.73, 1.6, 1.4, 1.11",0,3,"Career is suitable, but improvement is recommended in: Communication, Problem_Solving, Data_Analysis",1
14308.0,Risk Analyst,Finance & Accounting,83.32,87.5,83.32,Strong Fit,"Excel, Risk_Analysis, Financial_Analysis, Communication, Statistics","2.12, 1.92, 1.61, 1.0, 0.92",0,3,"Career is suitable, but improvement is recommended in: Excel, Risk_Analysis, Financial_Analysis",1
14309.0,Operations Analyst,Business & Management,97.04,75.0,97.04,Excellent Fit,"Excel, Data_Analysis","1.07, 0.35",0,0,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis",1
14310.0,Operations Analyst,Business & Management,80.85,75.0,80.85,Strong Fit,"Problem_Solving, Data_Analysis, Excel, Business_Analysis, Communication","2.72, 2.26, 1.49, 1.38, 1.0",0,2,"Career is suitable, but improvement is recommended in: Problem_Solving, Data_Analysis, Excel",1
14311.0,Operations Analyst,Business & Management,99.6,75.0,99.6,Excellent Fit,Excel,0.19,0,0,"Career is suitable, but improvement is recommended in: Excel",1
14312.0,Risk Analyst,Finance & Accounting,70.52,87.5,70.52,Strong Fit,"Excel, Risk_Analysis, Financial_Analysis, Statistics, Problem_Solving","3.26, 3.12, 2.97, 2.12, 2.12",2,4,"Career is suitable, but improvement is recommended in: Excel, Risk_Analysis, Financial_Analysis",1
14314.0,Data Scientist,Technology & Data,93.93,100.0,93.93,Excellent Fit,"Statistics, Problem_Solving, Machine_Learning, Python, Projects","1.04, 1.04, 1.03, 1.0, 0.33",0,0,"Career is suitable, but improvement is recommended in: Statistics, Problem_Solving, Machine_Learning",1
14315.0,Data Scientist,Technology & Data,100.0,100.0,100.0,Excellent Fit,,,0,0,Student currently meets the evaluated requirements for this career.,1
14316.0,Credit Analyst,Finance & Accounting,85.29,87.5,85.29,Excellent Fit,"Risk_Analysis, Excel, Financial_Analysis, Problem_Solving, Accounting","2.54, 2.04, 2.02, 1.54, 0.2",0,4,"Career is suitable, but improvement is recommended in: Risk_Analysis, Excel, Financial_Analysis",1
14317.0,Risk Analyst,Finance & Accounting,72.34,87.5,72.34,Strong Fit,"Excel, Financial_Analysis, Risk_Analysis, Communication, Statistics","3.24, 2.66, 2.65, 2.0, 1.65",1,6,"Career is suitable, but improvement is recommended in: Excel, Financial_Analysis, Risk_Analysis",1
14318.0,Renewable Energy Analyst,Environment & Sustainability,75.74,57.14285714285714,68.17,Moderate Fit,"Data_Analysis, Research, Problem_Solving, Statistics","2.34, 2.26, 2.01, 1.01",0,3,"Career is suitable, but improvement is recommended in: Data_Analysis, Research, Problem_Solving",1
14319.0,Social Media Manager,Marketing & Media,93.99,100.0,93.99,Excellent Fit,"Creativity, Analytics, Social_Media","2.67, 0.77, 0.67",0,1,"Career is suitable, but improvement is recommended in: Creativity, Analytics, Social_Media",1
14320.0,Operations Analyst,Business & Management,77.59,75.0,77.59,Strong Fit,"Data_Analysis, Problem_Solving, Excel, Business_Analysis, Projects","2.74, 2.61, 2.36, 1.5, 1.0",0,4,"Career is suitable, but improvement is recommended in: Data_Analysis, Problem_Solving, Excel",1
14321.0,Data Analyst,Technology & Data,98.36,100.0,98.36,Excellent Fit,"Business_Analysis, Data_Visualization, SQL, Excel","0.39, 0.33, 0.25, 0.21",0,0,"Career is suitable, but improvement is recommended in: Business_Analysis, Data_Visualization, SQL",1
14322.0,Graphic Designer,Design & Creative,94.35,100.0,94.35,Excellent Fit,"Creativity, Visual_Design, Portfolio, Typography, Color_Theory","1.83, 1.13, 0.67, 0.13, 0.13",0,1,"Career is suitable, but improvement is recommended in: Creativity, Visual_Design, Portfolio",1
14323.0,Operations Analyst,Business & Management,87.96,75.0,87.96,Excellent Fit,"Problem_Solving, Data_Analysis, Excel, Business_Analysis","1.97, 1.76, 1.24, 0.71",0,2,"Career is suitable, but improvement is recommended in: Problem_Solving, Data_Analysis, Excel",1
14324.0,Risk Analyst,Finance & Accounting,87.74,87.5,87.74,Excellent Fit,"Excel, Risk_Analysis, Financial_Analysis, Statistics, Problem_Solving","1.92, 1.67, 1.45, 0.67, 0.67",0,2,"Career is suitable, but improvement is recommended in: Excel, Risk_Analysis, Financial_Analysis",1
14325.0,Renewable Energy Analyst,Environment & Sustainability,90.09,57.14285714285714,81.08,Strong Fit,"Research, Data_Analysis, Problem_Solving","1.16, 1.07, 0.94",0,0,"Career is suitable, but improvement is recommended in: Research, Data_Analysis, Problem_Solving",1
14326.0,Risk Analyst,Finance & Accounting,93.88,87.5,93.88,Excellent Fit,"Communication, Excel, Risk_Analysis, Financial_Analysis","2.0, 0.54, 0.53, 0.13",0,1,"Career is suitable, but improvement is recommended in: Communication, Excel, Risk_Analysis",1
14327.0,Operations Analyst,Business & Management,89.66,75.0,89.66,Excellent Fit,"Excel, Data_Analysis, Problem_Solving, Communication, Business_Analysis","1.32, 1.11, 1.0, 1.0, 0.34",0,0,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
14328.0,Risk Analyst,Finance & Accounting,76.69,87.5,76.69,Strong Fit,"Communication, Excel, Risk_Analysis, Financial_Analysis, Statistics","4.0, 2.13, 1.98, 1.65, 0.98",1,3,"Career is suitable, but improvement is recommended in: Communication, Excel, Risk_Analysis",1
14329.0,Credit Analyst,Finance & Accounting,97.35,87.5,97.35,Excellent Fit,"Communication, Excel, Risk_Analysis","1.0, 0.26, 0.09",0,0,"Career is suitable, but improvement is recommended in: Communication, Excel, Risk_Analysis",1
14330.0,Operations Analyst,Business & Management,87.31,75.0,87.31,Excellent Fit,"Problem_Solving, Data_Analysis, Excel, Business_Analysis","2.06, 1.82, 1.63, 0.51",0,3,"Career is suitable, but improvement is recommended in: Problem_Solving, Data_Analysis, Excel",1
14331.0,Operations Analyst,Business & Management,70.5,75.0,70.5,Strong Fit,"Excel, Data_Analysis, Problem_Solving, Communication, Business_Analysis","2.95, 2.8, 2.7, 2.0, 1.83",0,5,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
14332.0,Credit Analyst,Finance & Accounting,78.19,87.5,78.19,Strong Fit,"Communication, Risk_Analysis, Excel, Financial_Analysis, Problem_Solving","3.0, 2.24, 2.09, 1.83, 1.24",1,3,"Career is suitable, but improvement is recommended in: Communication, Risk_Analysis, Excel",1
14333.0,Data Scientist,Technology & Data,86.88,100.0,86.88,Excellent Fit,"Internship, Statistics, Problem_Solving, Git_GitHub, Machine_Learning","2.67, 1.73, 1.73, 1.0, 0.83",0,3,"Career is suitable, but improvement is recommended in: Internship, Statistics, Problem_Solving",1
14334.0,Operations Analyst,Business & Management,97.06,75.0,97.06,Excellent Fit,"Problem_Solving, Data_Analysis, Excel","0.74, 0.39, 0.28",0,0,"Career is suitable, but improvement is recommended in: Problem_Solving, Data_Analysis, Excel",1
14335.0,Teacher,Education,70.9,100.0,70.9,Strong Fit,"Subject_Knowledge, Teaching, Planning, Presentation, Communication","3.88, 2.94, 2.85, 2.83, 2.0",1,5,"Career is suitable, but improvement is recommended in: Subject_Knowledge, Teaching, Planning",1
14336.0,Operations Analyst,Business & Management,84.84,75.0,84.84,Strong Fit,"Communication, Excel, Business_Analysis, Data_Analysis, Problem_Solving","3.0, 1.09, 0.98, 0.92, 0.72",1,0,"Career is suitable, but improvement is recommended in: Communication, Excel, Business_Analysis",1
14337.0,Operations Analyst,Business & Management,90.39,75.0,90.39,Excellent Fit,"Excel, Data_Analysis, Communication, Problem_Solving, Business_Analysis","1.19, 1.02, 1.0, 0.87, 0.34",0,0,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Communication",1
14338.0,Operations Analyst,Business & Management,92.33,75.0,92.33,Excellent Fit,"Communication, Business_Analysis","3.0, 0.22",1,0,"Career is suitable, but improvement is recommended in: Communication, Business_Analysis",1
14340.0,Risk Analyst,Finance & Accounting,93.19,87.5,93.19,Excellent Fit,"Communication, Risk_Analysis, Excel, Financial_Analysis","2.0, 0.82, 0.48, 0.32",0,1,"Career is suitable, but improvement is recommended in: Communication, Risk_Analysis, Excel",1
14341.0,Product Designer,Design & Creative,98.58,87.5,98.58,Excellent Fit,"Creativity, Design_Thinking","0.5, 0.33",0,0,"Career is suitable, but improvement is recommended in: Creativity, Design_Thinking",1
14342.0,Data Scientist,Technology & Data,91.02,100.0,91.02,Excellent Fit,"Data_Visualization, Machine_Learning, Statistics, Python, Communication","1.17, 1.08, 1.0, 1.0, 1.0",0,0,"Career is suitable, but improvement is recommended in: Data_Visualization, Machine_Learning, Statistics",1
14343.0,Risk Analyst,Finance & Accounting,92.25,87.5,92.25,Excellent Fit,"Communication, Risk_Analysis, Excel, Financial_Analysis, Statistics","2.0, 1.03, 0.59, 0.46, 0.03",0,1,"Career is suitable, but improvement is recommended in: Communication, Risk_Analysis, Excel",1
14344.0,Data Analyst,Technology & Data,91.74,100.0,91.74,Excellent Fit,"SQL, Excel, Business_Analysis, Statistics, Problem_Solving","2.25, 1.08, 0.94, 0.66, 0.66",0,1,"Career is suitable, but improvement is recommended in: SQL, Excel, Business_Analysis",1
14345.0,Operations Analyst,Business & Management,83.94,75.0,83.94,Strong Fit,"Excel, Data_Analysis, Problem_Solving, Projects, Business_Analysis","2.08, 1.92, 1.38, 1.0, 0.87",0,2,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
14347.0,Risk Analyst,Finance & Accounting,76.56,87.5,76.56,Strong Fit,"Excel, Financial_Analysis, Risk_Analysis, Statistics, Problem_Solving","3.26, 2.64, 2.63, 1.63, 1.63",1,5,"Career is suitable, but improvement is recommended in: Excel, Financial_Analysis, Risk_Analysis",1
14348.0,Data Scientist,Technology & Data,88.05,100.0,88.05,Excellent Fit,"Python, Statistics, Problem_Solving, Machine_Learning, SQL","2.0, 1.99, 1.99, 1.64, 1.2",0,4,"Career is suitable, but improvement is recommended in: Python, Statistics, Problem_Solving",1
14349.0,Operations Analyst,Business & Management,59.86,75.0,59.86,Moderate Fit,"Excel, Data_Analysis, Problem_Solving, Projects, Business_Analysis","4.08, 3.99, 3.65, 2.67, 2.49",3,2,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
14350.0,Operations Analyst,Business & Management,93.67,75.0,93.67,Excellent Fit,"Excel, Data_Analysis, Problem_Solving","1.33, 0.95, 0.76",0,0,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
14351.0,Data Scientist,Technology & Data,98.75,100.0,98.75,Excellent Fit,"Statistics, Problem_Solving","0.5, 0.5",0,0,"Career is suitable, but improvement is recommended in: Statistics, Problem_Solving",1
14352.0,Risk Analyst,Finance & Accounting,61.96,87.5,61.96,Moderate Fit,"Excel, Risk_Analysis, Financial_Analysis, Statistics, Problem_Solving","3.87, 3.79, 3.41, 2.79, 2.79",3,4,"Career is suitable, but improvement is recommended in: Excel, Risk_Analysis, Financial_Analysis",1
